case,config,who,code,price,quadrant,cost,PCR,order_churn,fill,cover_days,orders_per_year,n_orders,unit_days,measured_days
Fast-moving distributor,Calendar bucket 7d,SAP only,20724,0.85,smooth,126.946,0.11771389614816498,0.820919175911252,1.0,2.404482869822685,51.285500747384155,94,70737.0,669
Fast-moving distributor,Calendar bucket 28d,SAP only,20724,0.85,smooth,218.973429714051,0.03749573912055448,0.889487870619946,0.999998086858608,13.353866247196645,19.641255605381165,36,392854.71673899185,669
Fast-moving distributor,Short 7d / long 28d,SAP only,20724,0.85,smooth,126.946,0.06612884899443246,0.7385786802030457,1.0,2.404482869822685,51.285500747384155,94,70737.0,669
Fast-moving distributor,Short 7d / long 56d,SAP only,20724,0.85,smooth,126.946,0.04408589932962163,0.6531986531986532,1.0,2.404482869822685,51.285500747384155,94,70737.0,669
Fast-moving distributor,Per requirement,Both,22741,0.85,smooth,214.1734466050012,0.18134302920122713,0.6445880452342488,1.0,4.905238994923421,104.75336322869956,192,47607.69418132612,669
Fast-moving distributor,Per period 7d,Both,22741,0.85,smooth,87.07626852280943,0.06340188614930121,0.7994269340974212,1.0,7.317175586408302,29.46188340807175,54,71016.69418132612,669
Fast-moving distributor,Per period 14d,Both,22741,0.85,smooth,78.6994740022615,0.03863197363935916,0.9042553191489362,1.0,10.99458294625652,15.822122571001495,29,106707.69418132612,669
Fast-moving distributor,Per period 28d,Both,22741,0.85,smooth,99.66599341778479,0.023633677991137372,0.985781990521327,1.0,18.508701004983063,8.729446935724962,16,179635.8093970085,669
Fast-moving distributor,Per period 56d,Both,22741,0.85,smooth,151.4834896303934,0.013293943870014771,0.9831932773109243,1.0,31.52038480612809,4.910313901345291,9,305920.43361819757,669
Fast-moving distributor,Min/Max,Both,22741,0.85,smooth,79.93424320166088,0.053857516191341895,0.9875,0.8796521793568663,13.03751072347427,11.457399103139014,21,126535.2868741542,669
Fast-moving distributor,SP Part Period Balancing,SAP only,22741,0.85,smooth,75.41177314264101,0.05044881263492785,0.9426751592356688,1.0,10.046052127848107,16.367713004484305,30,97501.74821802333,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,22741,0.85,smooth,86.83330724033816,0.04851721395295989,0.9405286343612335,1.0,12.793960223428165,15.822122571001495,29,124171.51260425545,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,22741,0.85,smooth,94.00784338664133,0.028405862970117032,0.9960159362549801,1.0,17.256997620014843,8.729446935724962,16,167487.4284477887,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,22741,0.85,smooth,76.69718263109682,0.061129417111691856,0.8877887788778878,1.0,7.675756335401988,22.91479820627803,42,74496.89211970787,669
Fast-moving distributor,Calendar bucket 7d,SAP only,22741,0.85,smooth,92.99295345431628,0.07033291671400978,0.768944099378882,1.0,6.856301889381011,33.82660687593423,62,66543.69418132612,669
Fast-moving distributor,Calendar bucket 28d,SAP only,22741,0.85,smooth,101.39017577400685,0.02488353596182252,0.9319148936170213,0.9999490148038018,17.784020321246082,11.457399103139014,21,172602.43622066174,669
Fast-moving distributor,Short 7d / long 28d,SAP only,22741,0.85,smooth,92.99295345431628,0.04306328826269742,0.7504950495049505,1.0,6.856301889381011,33.82660687593423,62,66543.69418132612,669
Fast-moving distributor,Short 7d / long 56d,SAP only,22741,0.85,smooth,92.99295345431628,0.02908760368139984,0.6701570680628273,1.0,6.856301889381011,33.82660687593423,62,66543.69418132612,669
Fast-moving distributor,Per requirement,Both,22027,0.42,smooth,403.0,0.3654130212475855,0.6025857223159078,1.0,0.0,219.8729446935725,403,0.0,669
Fast-moving distributor,Per period 7d,Both,22027,0.42,smooth,96.80906301369863,0.10771503238268379,0.7913188647746243,1.0,2.8521511214806123,49.10313901345292,90,29587.0,669
Fast-moving distributor,Per period 14d,Both,22027,0.42,smooth,59.68877808219178,0.06260652198613793,0.8973941368078175,1.0,5.733896672754531,25.097159940209266,46,59481.0,669
Fast-moving distributor,Per period 28d,Both,22027,0.42,smooth,56.86239960566262,0.03795023292807635,0.9709302325581395,1.0,13.346385337531297,13.639760837070254,25,138449.71257222447,669
Fast-moving distributor,Per period 56d,Both,22027,0.42,smooth,74.19719918639683,0.0206794682422452,0.9837837837837838,1.0,25.63402041364622,7.0926756352765326,13,265916.40122660523,669
Fast-moving distributor,Min/Max,Both,22027,0.42,smooth,54.52865877991363,0.053857516191341895,0.9957983193277311,0.9341081105816059,14.044340836394552,11.457399103139014,21,145690.0054127199,669
Fast-moving distributor,SP Part Period Balancing,SAP only,22027,0.42,smooth,50.71060790946888,0.051698670605613,0.9806034482758621,1.0,9.931797782444765,14.730941704035875,27,103028.23674947783,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,22027,0.42,smooth,57.347690119337756,0.04567662765594819,0.9757281553398058,1.0,13.13078603470435,14.185351270553065,26,136213.17730426523,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,22027,0.42,smooth,72.57842911621944,0.020452221338484265,0.9782608695652174,1.0,25.374832659612434,6.547085201793722,12,263227.6979454773,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,22027,0.42,smooth,50.262073729279365,0.06726508351323714,0.9579288025889967,1.0,5.9740362954149795,19.641255605381165,36,61972.10608555915,669
Fast-moving distributor,Calendar bucket 7d,SAP only,22027,0.42,smooth,98.85169315068494,0.10998750142029315,0.7768860353130016,1.0,2.451132137962197,50.73991031390135,93,25427.0,669
Fast-moving distributor,Calendar bucket 28d,SAP only,22027,0.42,smooth,62.56561517213754,0.03738211566867401,0.9088397790055248,0.999960837893377,12.384318121425531,18.004484304932735,33,128469.63735512143,669
Fast-moving distributor,Short 7d / long 28d,SAP only,22027,0.42,smooth,98.85169315068494,0.06567435518691057,0.7410256410256411,1.0,2.451132137962197,50.73991031390135,93,25427.0,669
Fast-moving distributor,Short 7d / long 56d,SAP only,22027,0.42,smooth,98.85169315068494,0.04374502897398023,0.65587734241908,1.0,2.451132137962197,50.73991031390135,93,25427.0,669
Fast-moving distributor,Per requirement,Both,23000,0.42,smooth,167.15772612378817,0.10669242131575957,0.4494973671613212,1.0,7.80717535927942,88.38565022421524,162,22411.548037889042,669
Fast-moving distributor,Per period 7d,Both,23000,0.42,smooth,45.10514530187036,0.04454039313714351,0.7871485943775101,1.0,10.754955574128205,20.732436472346787,38,30873.548037889042,669
Fast-moving distributor,Per period 14d,Both,23000,0.42,smooth,29.5660000963909,0.028178616066356094,0.915129151291513,1.0,14.47991584798522,10.911808669656203,20,41566.54803788904,669
Fast-moving distributor,Per period 28d,Both,23000,0.42,smooth,24.701937852501167,0.018634246108396774,0.9704142011834319,1.0,20.74042494870917,6.001494768310912,11,59538.182335272926,669
Fast-moving distributor,Per period 56d,Both,23000,0.42,smooth,29.682945316286297,0.010566981024883536,0.9789473684210527,1.0,35.84853144018283,3.273542600896861,6,102908.03619576784,669
Fast-moving distributor,Min/Max,Both,23000,0.42,smooth,29.42129407010583,0.04397227587774116,0.9723618090452262,0.8720538677434043,14.260876431072113,10.911808669656203,20,40937.765899864615,669
Fast-moving distributor,SP Part Period Balancing,SAP only,23000,0.42,smooth,24.550612608386018,0.019202363367799114,0.9657142857142857,1.0,20.51136611760067,6.001494768310912,11,58880.638119772586,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,23000,0.42,smooth,24.297948457948376,0.022383820020452222,0.9899497487437185,1.0,20.128912051191023,6.001494768310912,11,57782.752227989964,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,23000,0.42,smooth,39.601748900359354,0.009317123054198387,0.9761904761904762,1.0,53.889851863246115,2.1823617339312404,4,154698.07557894243,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,23000,0.42,smooth,26.857182508567114,0.025906147028746735,0.9047619047619048,1.0,13.406988927659071,9.820627802690582,18,38486.56685270234,669
Fast-moving distributor,Calendar bucket 7d,SAP only,23000,0.42,smooth,49.61840557584296,0.04851721395295989,0.7611408199643493,1.0,10.018184697928112,23.460388639760836,43,28758.548037889042,669
Fast-moving distributor,Calendar bucket 28d,SAP only,23000,0.42,smooth,29.4260151192139,0.01772525849335303,0.8813559322033898,1.0,20.322764702181153,8.729446935724962,16,58339.23236325088,669
Fast-moving distributor,Short 7d / long 28d,SAP only,23000,0.42,smooth,49.61840557584296,0.030451085103965457,0.7549295774647887,1.0,10.018184697928112,23.460388639760836,43,28758.548037889042,669
Fast-moving distributor,Short 7d / long 56d,SAP only,23000,0.42,smooth,49.61840557584296,0.0206794682422452,0.6765799256505576,1.0,10.018184697928112,23.460388639760836,43,28758.548037889042,669
Fast-moving distributor,Per requirement,Both,23109,2.89,smooth,153.84547704969694,0.0933984774457448,0.529639175257732,1.0,9.542600896860987,66.01644245142003,121,20741.520974289582,669
Fast-moving distributor,Per period 7d,Both,23109,2.89,smooth,72.06342773462845,0.02908760368139984,0.7231638418079096,1.0,12.801753629062132,15.276532137518684,28,27825.520974289582,669
Fast-moving distributor,Per period 14d,Both,23109,2.89,smooth,73.76363047435447,0.01874786956027724,0.8505154639175257,1.0,17.07260552248721,8.183856502242152,15,37108.52097428958,669
Fast-moving distributor,Per period 28d,Both,23109,2.89,smooth,88.11573653281116,0.011248721736166345,0.9252336448598131,1.0,23.276035788243682,4.364723467862481,8,50592.11736068524,669
Fast-moving distributor,Per period 56d,Both,23109,2.89,smooth,139.69349486147914,0.006476536757186684,0.9661016949152542,1.0,39.13251930917994,2.7279521674140508,5,85057.31076892713,669
Fast-moving distributor,Min/Max,Both,23109,2.89,smooth,65.37269089291343,0.03510964663106465,0.9537037037037037,0.8124941175277103,14.63478470916142,8.183856502242152,15,31809.74424898512,669
Fast-moving distributor,SP Part Period Balancing,SAP only,23109,2.89,smooth,63.975370029079585,0.0310192023633678,0.9161073825503355,1.0,13.06670034741084,10.366218236173394,19,28401.40148895164,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,23109,2.89,smooth,68.87115924147776,0.026247017384388137,0.8816793893129771,1.0,14.779604785997865,9.820627802690582,18,32124.520974289582,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,23109,2.89,smooth,73.76596198492362,0.01579365981138507,0.952054794520548,1.0,18.52593357392416,5.4559043348281016,10,40267.4327413445,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,23109,2.89,smooth,64.07760307709418,0.029882967844563117,0.8092307692307692,1.0,11.643751451344702,13.094170403587444,24,25308.520974289582,669
Fast-moving distributor,Calendar bucket 7d,SAP only,23109,2.89,smooth,70.67460581682022,0.03181456652653108,0.717948717948718,1.0,11.817198738193914,16.367713004484305,30,25685.520974289582,669
Fast-moving distributor,Calendar bucket 28d,SAP only,23109,2.89,smooth,83.14003908128849,0.012725826610612431,0.9256198347107438,0.9999849571402665,21.249385462647478,5.4559043348281016,10,46187.048900813665,669
Fast-moving distributor,Short 7d / long 28d,SAP only,23109,2.89,smooth,70.67460581682022,0.02136120895352801,0.7580645161290323,1.0,11.817198738193914,16.367713004484305,30,25685.520974289582,669
Fast-moving distributor,Short 7d / long 56d,SAP only,23109,2.89,smooth,70.67460581682022,0.014657425292580389,0.6825396825396826,1.0,11.817198738193914,16.367713004484305,30,25685.520974289582,669
Fast-moving distributor,Per requirement,Both,21224,1.25,smooth,212.0,0.1254402908760368,0.39655172413793105,1.0,0.0,115.66517189835575,212,0.0,669
Fast-moving distributor,Per period 7d,Both,21224,1.25,smooth,78.13150684931507,0.07521872514486991,0.6713995943204868,1.0,2.275973704472382,40.91928251121076,75,4572.0,669
Fast-moving distributor,Per period 14d,Both,21224,1.25,smooth,48.4,0.04817634359731849,0.7779816513761468,1.0,5.378307065424237,22.369207772795217,41,10804.0,669
Fast-moving distributor,Per period 28d,Both,21224,1.25,smooth,39.65647094786641,0.0338597886603795,0.9197530864197531,1.0,12.105893970803171,12.548579970104633,23,24318.44758388496,669
Fast-moving distributor,Per period 56d,Both,21224,1.25,smooth,47.24345051401272,0.019770480627201454,0.9354838709677419,1.0,24.8880799789216,7.0926756352765326,13,49995.43775045857,669
Fast-moving distributor,Min/Max,Both,21224,1.25,smooth,39.77806365506886,0.048289967049198954,0.9860788863109049,0.9321175278622087,14.374662094117188,10.911808669656203,20,28875.972936400543,669
Fast-moving distributor,SP Part Period Balancing,SAP only,21224,1.25,smooth,38.78740396624653,0.03726849221679355,0.9425287356321839,1.0,12.92785411178632,11.457399103139014,21,25969.609790719926,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,21224,1.25,smooth,40.41936490744796,0.03329167140097716,0.9213836477987422,1.0,14.840758723405822,10.911808669656203,20,29812.27276487402,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,21224,1.25,smooth,49.14615379266882,0.015111919100102261,0.9637681159420289,1.0,29.904952656505806,4.364723467862481,8,60073.38453729647,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,21224,1.25,smooth,43.42184618793231,0.04988069537552551,0.857421875,1.0,5.3941848366281455,19.641255605381165,36,10835.895434381171,669
Fast-moving distributor,Calendar bucket 7d,SAP only,21224,1.25,smooth,90.09520547945206,0.07669583001931599,0.5725190839694656,1.0,1.5227916802233192,48.011958146487295,88,3059.0,669
Fast-moving distributor,Calendar bucket 28d,SAP only,21224,1.25,smooth,44.55508016090273,0.03215543688217248,0.8202898550724638,0.9997686622351937,9.85180856780744,16.913303437967116,31,19790.417034917984,669
Fast-moving distributor,Short 7d / long 28d,SAP only,21224,1.25,smooth,90.09520547945206,0.06317463924554027,0.7354497354497355,1.0,1.5227916802233192,48.011958146487295,88,3059.0,669
Fast-moving distributor,Short 7d / long 56d,SAP only,21224,1.25,smooth,90.09520547945206,0.04204067719577321,0.6514084507042254,1.0,1.5227916802233192,48.011958146487295,88,3059.0,669
Fast-moving distributor,Per requirement,Both,22411,1.95,smooth,527.0,0.5141461197591183,0.6656369520447191,1.0,0.0,287.52615844544096,527,0.0,669
Fast-moving distributor,Per period 7d,Both,22411,1.95,smooth,166.45035616438355,0.11419156913987047,0.8204081632653061,1.0,2.738064234882954,50.73991031390135,93,68742.0,669
Fast-moving distributor,Per period 14d,Both,22411,1.95,smooth,220.44742465753424,0.0641972503124645,0.8982511923688394,1.0,6.4657302549287925,25.642750373692078,47,162329.0,669
Fast-moving distributor,Per period 28d,Both,22411,1.95,smooth,416.88315348295197,0.04044994886944665,0.994413407821229,1.0,14.64580115353249,13.094170403587444,24,367698.3359519935,669
Fast-moving distributor,Per period 56d,Both,22411,1.95,smooth,809.0268176593529,0.020565844790364732,0.9890710382513661,1.0,29.711368843353068,6.547085201793722,12,745935.3549888815,669
Fast-moving distributor,Min/Max,Both,22411,1.95,smooth,405.38320507164445,0.05772071355527781,0.9980353634577603,0.9375531874767806,14.29166442313979,12.002989536621824,22,358807.3585926929,669
Fast-moving distributor,SP Part Period Balancing,SAP only,22411,1.95,smooth,146.14002739726027,0.13634814225656175,0.880410858400587,1.0,2.2046073337484597,47.46636771300449,87,55349.0,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,22411,1.95,smooth,183.35243835616438,0.13680263606408363,0.896500372300819,1.0,3.5918023980216645,47.46636771300449,87,90176.0,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,22411,1.95,smooth,175.13545276502416,0.08499034200659016,0.9257425742574258,1.0,4.478379734758686,30.00747384155456,55,112434.46220316362,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,22411,1.95,smooth,147.3610684931507,0.1450971480513578,0.8640054127198917,1.0,1.8027919661202376,54.01345291479821,99,45261.0,669
Fast-moving distributor,Calendar bucket 7d,SAP only,22411,1.95,smooth,163.88265753424656,0.11521418020679468,0.823051948051948,1.0,2.605068446569053,51.285500747384155,94,65403.0,669
Fast-moving distributor,Calendar bucket 28d,SAP only,22411,1.95,smooth,396.33106616774916,0.03738211566867401,0.9189944134078212,0.9999913050920509,13.544165741951854,18.004484304932735,33,340040.613208278,669
Fast-moving distributor,Short 7d / long 28d,SAP only,22411,1.95,smooth,163.88265753424656,0.0655607317350301,0.7503250975292588,1.0,2.605068446569053,51.285500747384155,94,65403.0,669
Fast-moving distributor,Short 7d / long 56d,SAP only,22411,1.95,smooth,163.88265753424656,0.043517782070219294,0.6660869565217391,1.0,2.605068446569053,51.285500747384155,94,65403.0,669
Fast-moving distributor,Per requirement,Both,23322,2.95,smooth,188.28784755408088,0.11953187137825247,0.5777045579352005,1.0,10.25347297424977,77.47384155455904,142,28635.702300405956,669
Fast-moving distributor,Per period 7d,Both,23322,2.95,smooth,83.77806673216307,0.031132825815248268,0.8753993610223643,1.0,13.020249386466656,13.639760837070254,25,36362.70230040596,669
Fast-moving distributor,Per period 14d,Both,23322,2.95,smooth,91.42102563627266,0.01829337575275537,0.9583333333333334,1.0,17.371468095054666,7.0926756352765326,13,48514.70230040596,669
Fast-moving distributor,Per period 28d,Both,23322,2.95,smooth,120.75196381913446,0.012498579706851495,0.9821428571428571,1.0,25.197816455487875,3.819133034379671,7,70371.97761692216,669
Fast-moving distributor,Per period 56d,Both,23322,2.95,smooth,200.39075633628238,0.006590160209067151,0.9508196721311475,1.0,43.50358504213944,2.1823617339312404,4,121495.9763775306,669
Fast-moving distributor,Min/Max,Both,23322,2.95,smooth,80.93761328711496,0.04408589932962163,0.9603960396039604,0.8149814787603396,14.163168618102404,9.275037369207773,17,39554.62516914738,669
Fast-moving distributor,SP Part Period Balancing,SAP only,23322,2.95,smooth,79.74203933490278,0.028746733325758438,0.887719298245614,1.0,13.455299644114323,10.366218236173394,19,37577.70230040596,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,23322,2.95,smooth,83.93612152668362,0.03374616520849903,0.9027355623100304,1.0,14.162838170132256,10.911808669656203,20,39553.70230040596,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,23322,2.95,smooth,92.70086701933384,0.015339166003863198,0.9782608695652174,1.0,18.54103448861601,4.910313901345291,9,51781.044850943814,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,23322,2.95,smooth,80.75324481435484,0.03340529485285763,0.8596491228070176,1.0,12.79323550716738,12.548579970104633,23,35728.70230040596,669
Fast-moving distributor,Calendar bucket 7d,SAP only,23322,2.95,smooth,85.6751900198343,0.030791955459606862,0.7900874635568513,1.0,13.218976047367441,14.185351270553065,26,36917.70230040596,669
Fast-moving distributor,Calendar bucket 28d,SAP only,23322,2.95,smooth,119.12041184346786,0.010680604476764005,0.8785046728971962,1.0,24.17185617604637,5.4559043348281016,10,67506.69546248435,669
Fast-moving distributor,Short 7d / long 28d,SAP only,23322,2.95,smooth,85.6751900198343,0.01829337575275537,0.7523364485981309,1.0,13.218976047367441,14.185351270553065,26,36917.70230040596,669
Fast-moving distributor,Short 7d / long 56d,SAP only,23322,2.95,smooth,85.6751900198343,0.012953073514373368,0.6867469879518072,1.0,13.218976047367441,14.185351270553065,26,36917.70230040596,669
Fast-moving distributor,Per requirement,Both,21652,1.95,smooth,55.0,0.045903874559709124,0.5336856010568032,1.0,0.0,30.00747384155456,55,0.0,669
Fast-moving distributor,Per period 7d,Both,21652,1.95,smooth,20.507643835616438,0.02124758550164754,0.7137404580152672,1.0,1.7260667398325131,10.366218236173394,19,1411.0,669
Fast-moving distributor,Per period 14d,Both,21652,1.95,smooth,16.393753424657532,0.01397568458129758,0.831081081081081,1.0,6.175184197501436,6.001494768310912,11,5048.0,669
Fast-moving distributor,Per period 28d,Both,21652,1.95,smooth,16.504579045810203,0.010112487217361663,0.9270833333333334,1.0,12.026450862315887,3.273542600896861,6,9831.208594155702,669
Fast-moving distributor,Per period 56d,Both,21652,1.95,smooth,23.06152725893199,0.005908419497784343,0.9629629629629629,1.0,22.967980987185534,1.6367713004484306,3,18775.531921820962,669
Fast-moving distributor,Min/Max,Both,21652,1.95,smooth,41.80494529816302,0.028292239518236565,0.9154411764705882,0.8466627800627918,29.543488156899365,8.729446935724962,16,24150.782138024362,669
Fast-moving distributor,SP Part Period Balancing,SAP only,21652,1.95,smooth,14.279789687661644,0.015339166003863198,0.9375,1.0,7.189586729271527,4.364723467862481,8,5877.239066657691,669
Fast-moving distributor,WI Sliding Economic Lot Size,SAP only,21652,1.95,smooth,16.44235175822495,0.014998295648221792,0.9496402877697842,1.0,9.66545428806829,4.364723467862481,8,7901.175363466942,669
Fast-moving distributor,DY Dynamic Planning Calculation,SAP only,21652,1.95,smooth,16.98994321207466,0.007044654016589024,0.8857142857142857,1.0,13.727010121313448,2.7279521674140508,5,11221.35710873654,669
Fast-moving distributor,GR Groff Reorder Procedure,SAP only,21652,1.95,smooth,14.806931506849315,0.017838881945233497,0.8351063829787234,1.0,3.213591300878818,6.547085201793722,12,2627.0,669
